Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
Tây,14.0,0,1,3,5,103.0,460.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,3,5,35.0,240.0,7,Thủ Đức,4.791,5.81
Đông Nam,10.0,0,1,3,5,34.0,215.0,7,Thủ Đức,4.791,5.81
Bắc,12.0,0,1,3,6,145.0,670.0,7,Thủ Đức,4.791,5.81
Đông Nam,6.0,0,1,3,4,12.49,57.0,7,Quận 10,41.196,5.81
Đông Nam,6.0,0,1,3,4,12.49,57.0,7,Quận 10,41.196,5.81
Bắc,8.0,0,1,3,5,39.0,5.0,7,Củ Chi,1.063,5.81
Đông Nam,40.0,0,1,2,4,139.0,352.0,7,Quận 7,10.088,5.81
Nam,40.0,0,1,2,4,40.0,126.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,2,4,25.0,126.0,7,Quận 7,10.088,5.81
Nam,20.0,0,1,2,3,29.0,126.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,4,4,477.0,437.0,7,Quận 1,18.523,5.81
Đông Nam,20.0,0,1,3,6,57.0,144.0,7,Quận 7,10.088,5.81
Nam,40.0,0,1,2,4,70.0,181.0,7,Quận 7,10.088,5.81
Nam,20.0,0,1,2,4,83.0,195.0,7,Quận 7,10.088,5.81
Đông,20.0,0,1,5,5,33.8,154.0,7,Phú Nhuận,33.461,5.81
Nam,8.0,0,1,7,7,37.0,197.0,7,Tân Bình,21.196,5.81
Bắc,6.0,0,1,7,7,28.5,179.0,7,Tân Bình,21.196,5.81
Đông Bắc,5.0,0,1,6,6,32.0,145.0,7,Quận 1,18.523,5.81
Đông,20.0,0,1,6,6,24.3,69.0,7,Quận 1,18.523,5.81
Đông Nam,6.0,0,0,4,4,6.85,83.0,7,Nhà Bè,2.06,5.81
Nam,10.0,0,1,4,5,43.0,88.0,7,Quận 10,41.196,5.81
Tây Nam,8.0,0,1,1,4,40.0,220.0,7,Quận 3,38.852,5.81
Tây Bắc,8.0,0,1,4,7,35.0,155.0,7,Quận 5,36.994,5.81
Đông Bắc,10.0,0,1,1,5,76.0,400.0,7,Quận 10,41.196,5.81
Đông Nam,10.0,0,1,2,6,73.0,381.0,7,Quận 10,41.196,5.81
Tây Nam,8.0,0,0,3,9,25.5,106.0,7,Quận 3,38.852,5.81
Đông Bắc,14.0,0,1,3,5,29.5,200.0,7,Quận 7,10.088,5.81
Tây Bắc,16.0,0,1,2,3,22.3,132.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,5,23.0,144.0,7,Quận 7,10.088,5.81
Bắc,16.0,0,1,3,4,15.2,81.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,2,4,25.0,126.0,7,Quận 7,10.088,5.81
Nam,20.0,0,1,2,3,29.0,126.0,7,Quận 7,10.088,5.81
Nam,40.0,0,1,2,4,40.0,126.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,4,4,477.0,437.0,7,Quận 1,18.523,5.81
Đông Nam,40.0,0,1,2,4,139.0,352.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,3,6,57.0,144.0,7,Quận 7,10.088,5.81
Nam,40.0,0,1,2,4,70.0,181.0,7,Quận 7,10.088,5.81
Nam,20.0,0,1,2,4,83.0,195.0,7,Quận 7,10.088,5.81
Đông Bắc,20.0,0,1,1,5,162.0,442.0,7,Quận 3,38.852,5.81
Đông,16.0,0,1,2,4,11.5,121.0,7,Tân Bình,21.196,5.81
Đông Nam,12.0,0,0,3,4,28.0,250.0,7,Nhà Bè,2.06,5.81
Đông Nam,12.0,0,1,3,5,29.5,250.0,7,Nhà Bè,2.06,5.81
Đông Nam,12.0,0,1,1,3,19.0,125.0,7,Tân Bình,21.196,5.81
Đông Nam,10.0,0,1,4,8,23.0,117.0,7,Bình Thạnh,23.998,5.81
Nam,10.0,0,1,2,4,120.0,600.0,7,Thủ Đức,4.791,5.81
Đông Nam,10.0,0,1,3,4,35.0,225.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,3,5,35.0,240.0,7,Thủ Đức,4.791,5.81
Tây,14.0,0,1,3,5,103.0,460.0,7,Thủ Đức,4.791,5.81
Bắc,10.0,0,1,3,5,78.0,566.0,7,Thủ Đức,4.791,5.81
Bắc,10.0,0,1,3,5,79.0,567.0,7,Thủ Đức,4.791,5.81
Tây Bắc,10.0,0,0,3,6,85.0,411.0,7,Thủ Đức,4.791,5.81
Bắc,12.0,0,1,3,6,145.0,670.0,7,Thủ Đức,4.791,5.81
Tây,10.0,0,1,3,5,69.0,318.0,7,Thủ Đức,4.791,5.81
Đông Nam,20.0,0,1,2,4,104.0,400.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,3,5,46.0,200.0,7,Thủ Đức,4.791,5.81
Tây,8.0,0,1,3,5,69.0,340.0,7,Thủ Đức,4.791,5.81
Bắc,12.0,0,1,3,4,51.5,208.0,7,Thủ Đức,4.791,5.81
Đông,12.0,0,1,3,4,8.8,55.0,7,Gò Vấp,34.36,5.81
Đông Nam,14.0,0,1,2,3,18.0,180.0,7,Tân Bình,21.196,5.81
Đông Nam,4.0,0,1,1,8,23.5,213.0,7,Tân Bình,21.196,5.81
Tây Nam,16.0,0,1,3,5,7.95,75.0,7,Thủ Đức,4.791,5.81
Tây Bắc,16.0,0,1,3,4,8.8,90.0,7,Thủ Đức,4.791,5.81
Tây Bắc,12.0,0,1,3,4,7.35,85.0,7,Thủ Đức,4.791,5.81
Tây Nam,30.0,0,1,5,6,33.0,125.0,7,Thủ Đức,4.791,5.81
Đông Bắc,30.0,0,1,3,4,32.0,230.0,7,Thủ Đức,4.791,5.81
Đông,20.0,0,1,5,5,21.8,170.0,7,Tân Bình,21.196,5.81
Đông,7.0,0,1,5,5,21.8,123.0,7,Tân Bình,21.196,5.81
Đông,20.0,0,1,6,6,24.3,69.0,7,Quận 1,18.523,5.81
Đông,7.0,0,1,5,5,31.0,101.0,7,Bình Thạnh,23.998,5.81
Đông,20.0,0,1,5,5,14.5,177.0,7,Phú Nhuận,33.461,5.81
Đông Bắc,20.0,0,1,5,5,23.5,153.0,7,Phú Nhuận,33.461,5.81
Đông,6.0,0,1,5,5,28.0,231.0,7,Phú Nhuận,33.461,5.81
Đông,20.0,0,1,5,5,33.8,154.0,7,Phú Nhuận,33.461,5.81
Nam,8.0,0,1,7,7,37.0,197.0,7,Tân Bình,21.196,5.81
Bắc,6.0,0,1,7,7,28.5,179.0,7,Tân Bình,21.196,5.81
Đông Bắc,5.0,0,1,6,6,32.0,145.0,7,Quận 1,18.523,5.81
Đông Bắc,0.0,0,0,2,3,23.5,102.0,7,Thủ Đức,4.791,5.81
Tây Bắc,0.0,0,1,2,3,32.0,394.0,7,Thủ Đức,4.791,5.81
Tây Bắc,12.0,0,1,3,4,23.0,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,0.0,0,1,6,8,26.5,113.0,7,Thủ Đức,4.791,5.81
Nam,0.0,0,1,3,5,15.5,119.0,7,Thủ Đức,4.791,5.81
Bắc,9.0,0,1,3,3,15.5,85.0,7,Thủ Đức,4.791,5.81
Đông Nam,7.0,0,1,2,3,6.8,54.0,7,Thủ Đức,4.791,5.81
Đông Bắc,0.0,0,1,1,3,9.8,180.0,7,Thủ Đức,4.791,5.81
Đông Bắc,9.0,0,1,3,5,33.0,160.0,7,Thủ Đức,4.791,5.81
Tây Nam,0.0,0,1,5,4,35.0,102.0,7,Thủ Đức,4.791,5.81
Đông Nam,0.0,0,1,2,3,25.0,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,0.0,0,1,3,8,13.5,61.0,7,Thủ Đức,4.791,5.81
Đông Nam,15.0,0,1,3,2,15.5,120.0,7,Thủ Đức,4.791,5.81
Nam,6.0,0,1,1,2,6.7,135.0,7,Thủ Đức,4.791,5.81
Nam,6.0,0,1,1,3,11.0,377.0,7,Thủ Đức,4.791,5.81
Đông Bắc,0.0,0,1,2,4,11.5,124.0,7,Thủ Đức,4.791,5.81
Tây Bắc,0.0,0,1,2,4,33.5,316.0,7,Thủ Đức,4.791,5.81
Tây Bắc,12.0,0,1,2,3,23.0,200.0,7,Thủ Đức,4.791,5.81
Đông,0.0,0,1,3,5,31.0,270.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,2,2,9.5,90.0,7,Thủ Đức,4.791,5.81
Đông Bắc,0.0,0,1,3,3,31.0,168.0,7,Thủ Đức,4.791,5.81
Bắc,25.0,0,1,3,5,15.0,75.0,7,Thủ Đức,4.791,5.81
Tây Nam,0.0,0,1,2,3,59.5,240.0,7,Thủ Đức,4.791,5.81
Đông,8.0,0,1,3,4,29.0,180.0,7,Tân Bình,21.196,5.81
Nam,6.0,0,1,4,4,10.5,82.0,7,Tân Phú,30.146,5.81
Đông Nam,10.0,0,1,6,7,21.5,74.0,7,Phú Nhuận,33.461,5.81
Tây,12.0,0,1,3,5,30.0,200.0,7,Bình Tân,15.109,5.81
Tây,14.0,0,0,4,5,38.0,270.0,7,Bình Tân,15.109,5.81
Tây,14.0,0,1,2,3,37.5,400.0,7,Bình Tân,15.109,5.81
Đông,14.0,0,1,4,9,28.0,190.0,7,Bình Tân,15.109,5.81
Đông,10.0,0,1,3,6,23.0,185.0,7,Bình Tân,15.109,5.81
Đông Nam,8.0,0,1,3,4,8.6,115.0,7,Thủ Đức,4.791,5.81
Đông,8.0,0,1,3,4,29.0,180.0,7,Tân Bình,21.196,5.81
Đông Bắc,8.0,0,1,2,4,12.5,120.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,3,5,26.0,200.0,7,Nhà Bè,2.06,5.81
Đông Nam,12.0,0,1,3,5,11.5,97.0,7,Nhà Bè,2.06,5.81
Bắc,16.0,0,1,4,4,15.5,81.0,7,Quận 7,10.088,5.81
Đông Bắc,30.0,0,1,2,5,210.0,600.0,7,Quận 7,10.088,5.81
Bắc,18.0,0,1,4,6,65.0,200.0,7,Quận 7,10.088,5.81
Nam,10.0,0,1,5,5,38.0,400.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,3,5,18.0,150.0,7,Quận 7,10.088,5.81
Tây Nam,15.0,0,1,3,3,23.0,105.0,7,Quận 7,10.088,5.81
Tây Nam,7.0,0,1,3,4,9.2,85.0,7,Thủ Đức,4.791,5.81
Nam,30.0,0,1,3,6,36.0,288.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,3,5,19.6,350.0,7,Quận 7,10.088,5.81
Đông Nam,30.0,0,1,3,5,37.0,450.0,7,Quận 7,10.088,5.81
Tây,10.0,0,1,4,6,16.8,380.0,7,Gò Vấp,34.36,5.81
Tây Bắc,12.0,0,1,3,4,16.0,212.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,4,4,40.0,220.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,3,4,16.0,212.0,7,Thủ Đức,4.791,5.81
Đông Bắc,20.0,0,1,4,5,36.0,160.0,7,Quận 7,10.088,5.81
Đông Bắc,12.0,0,1,4,7,20.0,160.0,7,Quận 7,10.088,5.81
Đông,15.0,0,1,3,4,36.0,500.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,3,4,16.0,300.0,7,Thủ Đức,4.791,5.81
Nam,17.0,0,1,3,4,19.0,250.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,3,6,21.0,578.0,7,Nhà Bè,2.06,5.81
Đông Nam,12.0,0,1,3,5,30.0,700.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,3,5,16.0,202.0,7,Thủ Đức,4.791,5.81
Tây Nam,12.0,0,1,3,5,16.2,265.0,7,Gò Vấp,34.36,5.81
Tây Nam,30.0,0,1,4,6,85.0,412.0,7,Quận 7,10.088,5.81
Đông Bắc,12.0,0,1,4,5,17.0,300.0,7,Gò Vấp,34.36,5.81
Tây Bắc,12.0,0,1,3,5,17.0,225.0,7,Thủ Đức,4.791,5.81
Đông Bắc,12.0,0,1,4,5,23.5,400.0,7,Gò Vấp,34.36,5.81
Đông Nam,12.0,0,1,3,6,49.5,600.0,7,Quận 7,10.088,5.81
Tây Nam,20.0,0,1,3,5,99.0,502.0,7,Thủ Đức,4.791,5.81
Bắc,17.0,0,1,4,4,19.0,180.0,7,Quận 7,10.088,5.81
Đông Bắc,30.0,0,1,3,5,12.8,200.0,7,Quận 12,11.745,5.81
Bắc,12.0,0,1,3,3,14.5,200.0,7,Quận 12,11.745,5.81
Đông Nam,30.0,0,1,4,5,19.95,383.0,7,Gò Vấp,34.36,5.81
Bắc,16.0,0,1,3,5,31.5,215.0,7,Quận 7,10.088,5.81
Đông Nam,40.0,0,1,5,5,55.0,200.0,7,Quận 7,10.088,5.81
Đông Bắc,30.0,0,1,3,5,41.0,400.0,7,Quận 7,10.088,5.81
Đông Bắc,30.0,0,1,3,3,23.0,200.0,7,Nhà Bè,2.06,5.81
Đông Nam,16.0,0,1,4,4,20.0,250.0,7,Nhà Bè,2.06,5.81
Đông Nam,20.0,0,1,3,4,21.0,200.0,7,Nhà Bè,2.06,5.81
Đông,16.0,0,1,3,3,17.0,130.0,7,Quận 7,10.088,5.81
Đông Nam,16.0,0,1,4,5,42.0,250.0,7,Quận 7,10.088,5.81
Tây Nam,50.0,0,1,4,6,33.0,210.0,7,Nhà Bè,2.06,5.81
Đông,20.0,0,1,4,10,41.0,250.0,7,Quận 7,10.088,5.81
Tây,20.0,0,1,3,4,17.0,126.0,7,Quận 7,10.088,5.81
Bắc,20.0,0,1,4,5,18.0,133.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,4,15.0,168.0,7,Quận 7,10.088,5.81
Đông Bắc,16.0,0,1,3,4,32.0,126.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,3,5,42.0,144.0,7,Quận 7,10.088,5.81
Nam,12.0,0,1,3,5,29.5,240.0,7,Quận 7,10.088,5.81
Đông Bắc,12.0,0,1,4,5,16.5,100.0,7,Quận 7,10.088,5.81
Tây Bắc,12.0,0,1,4,5,16.5,102.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,6,71.0,225.0,7,Quận 7,10.088,5.81
Đông Nam,16.0,0,1,4,5,38.0,229.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,2,4,27.5,151.0,7,Quận 7,10.088,5.81
Tây Nam,16.0,0,1,4,5,15.8,260.0,7,Quận 7,10.088,5.81
Đông Bắc,14.0,0,1,3,5,29.5,200.0,7,Quận 7,10.088,5.81
Tây Bắc,16.0,0,1,2,3,22.3,132.0,7,Quận 7,10.088,5.81
Bắc,16.0,0,1,3,4,15.2,81.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,2,4,5.3,60.0,7,Thủ Đức,4.791,5.81
Đông Nam,4.0,0,1,1,8,23.5,213.0,7,Tân Bình,21.196,5.81
Đông Nam,18.0,0,1,3,3,36.0,160.0,7,Thủ Đức,4.791,5.81
Đông Bắc,20.0,0,1,4,5,55.0,144.0,7,Quận 3,38.852,5.81
Tây Nam,20.0,0,1,5,6,85.0,402.0,7,Quận 3,38.852,5.81
Đông Bắc,8.0,0,1,4,5,52.0,208.0,7,Thủ Đức,4.791,5.81
Đông Nam,20.0,0,1,4,6,55.0,144.0,7,Quận 3,38.852,5.81
Tây Bắc,10.0,0,1,3,3,65.0,325.0,7,Quận 1,18.523,5.81
Tây Nam,10.0,0,1,5,5,33.0,120.0,7,Phú Nhuận,33.461,5.81
Đông,20.0,0,1,4,4,23.0,207.0,7,Bình Thạnh,23.998,5.81
Đông Nam,4.0,0,1,4,18,22.0,135.0,7,Tân Bình,21.196,5.81
Bắc,15.0,0,0,3,5,15.6,108.0,7,Quận 8,22.118,5.81
Tây,6.0,0,1,1,6,28.0,529.0,7,Quận 8,22.118,5.81
Tây Bắc,8.0,0,1,3,6,21.0,189.0,7,Quận 8,22.118,5.81
Tây Nam,10.0,0,1,1,6,25.0,604.0,7,Bình Chánh,2.792,5.81
Đông Bắc,15.0,0,1,3,6,23.5,148.0,7,Quận 8,22.118,5.81
Nam,12.0,0,1,4,6,11.5,100.0,7,Bình Chánh,2.792,5.81
Đông Nam,15.0,0,1,3,4,9.8,112.0,7,Quận 8,22.118,5.81
Đông,16.0,0,1,2,4,28.0,213.0,7,Tân Bình,21.196,5.81
Đông Nam,12.0,0,1,3,4,20.0,140.0,7,Tân Bình,21.196,5.81
Bắc,5.0,0,1,3,6,19.999,189.0,7,Quận 8,22.118,5.81
Bắc,12.0,0,1,3,5,16.0,102.0,7,Quận 8,22.118,5.81
Đông Nam,8.0,0,1,3,9,12.3,210.0,7,Bình Chánh,2.792,5.81
Bắc,12.0,0,1,3,4,15.5,102.0,7,Bình Chánh,2.792,5.81
Nam,10.0,0,1,5,5,38.0,400.0,7,Quận 7,10.088,5.81
Đông Nam,12.0,0,1,3,5,18.0,150.0,7,Quận 7,10.088,5.81
Tây Nam,15.0,0,1,3,3,23.0,105.0,7,Quận 7,10.088,5.81
Tây,12.0,0,1,2,5,20.0,240.0,7,Quận 12,11.745,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Đông Nam,12.0,0,1,2,5,85.0,441.0,7,Quận 3,38.852,5.81
Tây Nam,8.0,0,1,2,3,39.0,200.0,7,Quận 3,38.852,5.81
Nam,20.0,0,1,4,5,75.0,210.0,7,Quận 7,10.088,5.81
Nam,5.0,0,1,5,5,12.5,108.0,7,Tân Bình,21.196,5.81
Đông Nam,10.0,0,1,3,4,12.5,108.0,7,Thủ Đức,4.791,5.81
Đông,15.0,0,1,3,6,29.0,200.0,7,Bình Tân,15.109,5.81
Tây Nam,10.0,0,1,1,6,25.0,604.0,7,Bình Chánh,2.792,5.81
Tây Bắc,8.0,0,1,3,6,21.0,189.0,7,Quận 8,22.118,5.81
Bắc,15.0,0,0,3,5,15.6,108.0,7,Quận 8,22.118,5.81
Tây,6.0,0,1,1,6,28.0,529.0,7,Quận 8,22.118,5.81
Nam,12.0,0,1,4,6,11.5,100.0,7,Bình Chánh,2.792,5.81
Đông Bắc,15.0,0,1,3,6,23.5,148.0,7,Quận 8,22.118,5.81
Đông Nam,15.0,0,1,3,4,9.8,112.0,7,Quận 8,22.118,5.81
Nam,16.0,0,1,3,4,22.5,90.0,7,Quận 7,10.088,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây Nam,12.0,0,1,3,5,45.5,144.0,7,Phú Nhuận,33.461,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
