Hướng,Đường trước nhà(m),Loại BDS,Pháp lý,Số lầu,Số phòng ngủ,Giá(Tỷ),Diện tích(m2),Tỉnh/ Thành phố,Quận/ Huyện,Mật độ dân số (người/km²),GRDP(%)
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,12.0,0,1,2,3,25.0,320.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,2,4,14.5,210.0,7,Bình Chánh,2.792,5.81
Đông Bắc,12.0,0,1,2,4,12.0,200.0,7,Bình Chánh,2.792,5.81
Đông Bắc,16.0,0,1,3,5,35.0,350.0,7,Bình Chánh,2.792,5.81
Đông Nam,12.0,0,1,3,5,30.0,250.0,7,Bình Chánh,2.792,5.81
Đông Nam,22.0,0,1,2,4,19.5,200.0,7,Bình Chánh,2.792,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Nam,12.0,0,1,3,5,22.0,300.0,7,Quận 12,11.745,5.81
Đông Bắc,10.0,0,1,3,4,29.0,200.0,7,Quận 7,10.088,5.81
Đông,16.0,0,1,2,3,45.0,240.0,7,Quận 7,10.088,5.81
Nam,12.0,0,1,3,4,32.0,200.0,7,Quận 7,10.088,5.81
Nam,20.0,0,1,3,4,14.5,90.0,7,Quận 7,10.088,5.81
Đông Nam,20.0,0,1,3,5,32.0,128.0,7,Quận 7,10.088,5.81
Đông Nam,16.0,0,1,4,5,13.5,72.0,7,Quận 7,10.088,5.81
Bắc,16.0,0,1,2,2,10.0,72.0,7,Quận 7,10.088,5.81
Nam,16.0,0,1,3,5,26.0,232.0,7,Quận 7,10.088,5.81
Tây Bắc,16.0,0,1,3,5,16.0,140.0,7,Quận 7,10.088,5.81
Tây,25.0,0,1,3,5,18.0,88.0,7,Quận 7,10.088,5.81
Nam,16.0,0,1,3,5,35.0,268.0,7,Quận 7,10.088,5.81
Nam,8.0,0,1,3,4,13.7,90.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,4,15.5,76.0,7,Quận 7,10.088,5.81
Tây Nam,20.0,0,1,3,5,14.8,72.0,7,Quận 7,10.088,5.81
Đông,16.0,0,1,3,5,42.0,420.0,7,Quận 7,10.088,5.81
Đông Bắc,12.0,0,1,3,5,20.0,100.0,7,Quận 7,10.088,5.81
Đông,60.0,0,1,3,5,16.9,110.0,7,Bình Chánh,2.792,5.81
Đông,12.0,0,1,3,4,36.0,234.0,7,Quận 7,10.088,5.81
Đông,12.0,0,1,3,4,41.0,240.0,7,Quận 7,10.088,5.81
Bắc,16.0,0,1,4,5,28.0,184.0,7,Thủ Đức,4.791,5.81
Tây Bắc,12.0,0,1,1,3,19.6,144.0,7,Tân Phú,30.146,5.81
Nam,12.0,0,1,2,8,75.0,390.0,7,Quận 10,41.196,5.81
Tây Nam,10.0,0,1,2,4,28.0,180.0,7,Quận 10,41.196,5.81
Đông,12.0,0,1,3,4,8.8,55.0,7,Gò Vấp,34.36,5.81
Đông,15.0,0,1,3,6,29.0,200.0,7,Bình Tân,15.109,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Đông,8.0,0,1,3,5,29.0,192.0,7,Phú Nhuận,33.461,5.81
Đông Nam,8.0,0,1,3,3,65.0,360.0,7,Phú Nhuận,33.461,5.81
Tây,10.0,0,1,4,5,33.5,220.0,7,Gò Vấp,34.36,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Bắc,16.0,0,1,3,5,31.5,215.0,7,Quận 7,10.088,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Bắc,16.0,0,1,3,5,31.5,215.0,7,Quận 7,10.088,5.81
Đông,14.0,0,1,4,5,31.0,270.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Đông Nam,14.0,0,1,4,5,13.5,78.0,7,Quận 11,41.15,5.81
Đông Nam,20.0,0,1,3,5,35.0,215.0,7,Thủ Đức,4.791,5.81
Đông Nam,6.0,0,1,4,3,8.4,50.0,7,Tân Bình,21.196,5.81
Bắc,12.0,0,0,3,5,36.0,200.0,7,Quận 7,10.088,5.81
Đông Bắc,6.0,0,1,1,4,6.5,168.0,7,Hóc Môn,4.966,5.81
Tây Nam,8.0,0,1,4,5,15.5,102.0,7,Thủ Đức,4.791,5.81
Đông Bắc,7.0,0,1,4,4,8.95,90.0,7,Nhà Bè,2.06,5.81
Đông Bắc,6.0,0,1,3,4,4.75,50.0,7,Nhà Bè,2.06,5.81
Đông Bắc,6.0,0,1,2,9,46.0,1.146,7,Thủ Đức,4.791,5.81
Đông Nam,5.0,0,1,5,6,6.7,178.0,7,Hóc Môn,4.966,5.81
Đông,14.0,0,1,4,5,31.0,270.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Đông Nam,14.0,0,1,4,5,13.5,78.0,7,Quận 11,41.15,5.81
Đông Nam,6.0,0,1,4,3,8.4,50.0,7,Tân Bình,21.196,5.81
Đông Nam,20.0,0,1,3,5,35.0,215.0,7,Thủ Đức,4.791,5.81
Bắc,12.0,0,0,3,5,36.0,200.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,6,71.0,225.0,7,Quận 7,10.088,5.81
Đông Nam,16.0,0,1,4,5,38.0,229.0,7,Quận 7,10.088,5.81
Đông,20.0,0,1,6,6,24.3,69.0,7,Quận 1,18.523,5.81
Đông,20.0,0,1,5,5,14.5,177.0,7,Phú Nhuận,33.461,5.81
Tây Nam,8.0,0,1,4,5,15.5,102.0,7,Thủ Đức,4.791,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Nam,12.0,0,1,2,2,9.5,90.0,7,Thủ Đức,4.791,5.81
Đông Nam,5.0,0,1,4,4,12.99,120.0,7,Bình Thạnh,23.998,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Bắc,3.0,0,1,3,5,25.9,200.0,7,Thủ Đức,4.791,5.81
Tây Nam,16.0,0,1,4,5,45.0,452.0,7,Thủ Đức,4.791,5.81
Bắc,8.0,0,1,3,5,7.99,90.0,7,Quận 12,11.745,5.81
Đông Nam,6.0,0,1,2,6,8.5,144.0,7,Quận 12,11.745,5.81
Đông Nam,12.0,0,1,2,2,9.5,90.0,7,Thủ Đức,4.791,5.81
Đông Nam,5.0,0,1,4,4,12.99,120.0,7,Bình Thạnh,23.998,5.81
Đông Nam,20.0,0,1,4,4,477.0,437.0,7,Quận 1,18.523,5.81
Đông Bắc,6.0,0,1,3,4,4.75,50.0,7,Nhà Bè,2.06,5.81
Nam,20.0,0,1,2,3,29.0,126.0,7,Quận 7,10.088,5.81
Đông Bắc,7.0,0,1,4,4,8.95,90.0,7,Nhà Bè,2.06,5.81
Nam,20.0,0,1,2,4,83.0,195.0,7,Quận 7,10.088,5.81
Đông,14.0,0,1,4,9,28.0,190.0,7,Bình Tân,15.109,5.81
Đông Bắc,7.0,0,1,6,13,48.0,116.0,7,Quận 3,38.852,5.81
Tây,12.0,0,1,3,5,30.0,200.0,7,Bình Tân,15.109,5.81
Tây,14.0,0,1,2,3,37.5,400.0,7,Bình Tân,15.109,5.81
Đông Nam,20.0,0,1,3,6,57.0,144.0,7,Quận 7,10.088,5.81
Đông,10.0,0,1,3,6,23.0,185.0,7,Bình Tân,15.109,5.81
Bắc,5.0,0,1,3,6,19.999,189.0,7,Quận 8,22.118,5.81
Nam,40.0,0,1,2,4,70.0,181.0,7,Quận 7,10.088,5.81
Đông Nam,8.0,0,1,3,9,12.3,210.0,7,Bình Chánh,2.792,5.81
Đông Nam,40.0,0,1,2,4,139.0,352.0,7,Quận 7,10.088,5.81
Đông Bắc,6.0,0,1,2,9,46.0,1.146,7,Thủ Đức,4.791,5.81
Nam,40.0,0,1,2,4,40.0,126.0,7,Quận 7,10.088,5.81
Bắc,12.0,0,1,3,4,15.5,102.0,7,Bình Chánh,2.792,5.81
Tây,14.0,0,0,4,5,38.0,270.0,7,Bình Tân,15.109,5.81
Bắc,12.0,0,1,3,5,16.0,102.0,7,Quận 8,22.118,5.81
Đông Nam,20.0,0,1,2,4,25.0,126.0,7,Quận 7,10.088,5.81
